3,4,0.1,1000000,0.5
6,4,0.1,100000,0.0
6,7,0.1,100000,0.75
9,5,0.1,1000000,0.5
5,3,0.05,100000,0.0
5,6,0.01,10000,0.5
4,6,0.1,10000,0.0
2,7,0.01,10000,0.75
8,4,0.2,1000000,0.75
5,4,0.01,1000000,0.75
0,7,0.01,100000,0.75
7,5,0.1,1000000,0.0
2,6,0.05,100000,0.5
1,4,0.1,10000,0.0
9,0,0.05,100000,0.75
3,4,0.05,100000,0.0
5,6,0.2,1000000,1.0
7,4,0.05,1000000,0.5
8,4,0.2,10000,0.75
8,4,0.1,100000,1.0
5,5,0.2,10000,0.75
9,3,0.05,10000,0.75
0,7,0.01,1000000,0.5
5,6,0.1,100000,0.0
8,3,0.1,1000000,0.75
6,4,0.1,1000000,0.0
2,0,0.05,1000000,0.75
9,7,0.2,1000000,0.75
0,4,0.2,10000,1.0
3,6,0.2,10000,0.0
8,5,0.05,10000,0.5
8,0,0.05,10000,0.5
0,6,0.05,10000,0.75
0,0,0.01,100000,1.0
3,4,0.01,100000,0.5
3,4,0.2,1000000,0.5
1,3,0.2,10000,0.25
1,0,0.01,100000,0.5
9,3,0.01,1000000,0.25
8,5,0.01,10000,0.5
2,3,0.1,10000,0.75
3,0,0.1,100000,0.5
0,6,0.1,10000,0.75
3,7,0.01,1000000,0.25
7,6,0.1,1000000,0.75
5,3,0.01,10000,0.75
0,6,0.01,10000,1.0
5,6,0.2,100000,0.75
6,4,0.1,1000000,0.25
2,3,0.05,100000,0.0
1,0,0.01,10000,1.0
9,5,0.1,1000000,0.25
0,5,0.2,100000,0.0
9,3,0.1,100000,0.5
9,0,0.01,100000,0.0
4,4,0.01,100000,0.25
2,3,0.2,1000000,1.0
8,5,0.2,100000,0.75
8,5,0.1,100000,0.5
5,7,0.2,100000,0.5
3,7,0.01,100000,0.25
6,4,0.01,1000000,0.0
9,4,0.2,1000000,0.25
4,6,0.1,100000,0.75
4,7,0.2,10000,0.5
9,6,0.01,10000,0.25
7,4,0.01,100000,0.0
9,6,0.2,10000,0.25
3,6,0.1,1000000,0.25
4,3,0.05,10000,1.0
0,7,0.05,1000000,0.25
6,7,0.01,10000,0.75
6,0,0.1,10000,0.5
1,5,0.2,100000,0.75
7,0,0.1,1000000,0.75
9,5,0.2,1000000,0.0
5,7,0.2,10000,0.0
0,6,0.01,100000,0.25
5,3,0.1,10000,0.25
3,6,0.01,100000,0.0
1,6,0.1,1000000,0.75
7,4,0.2,100000,0.5
8,5,0.2,10000,1.0
0,3,0.01,10000,0.5
1,3,0.05,10000,0.75
1,6,0.01,1000000,0.75
9,3,0.01,100000,0.0
7,3,0.05,100000,0.25
5,4,0.1,1000000,0.25
8,5,0.2,10000,0.25
1,6,0.2,100000,0.75
3,0,0.01,1000000,0.25
4,0,0.01,1000000,1.0
1,7,0.05,100000,0.75
1,5,0.2,1000000,0.75
5,7,0.01,100000,1.0
4,6,0.05,10000,1.0
3,7,0.05,10000,0.5
0,6,0.01,100000,1.0
5,0,0.05,1000000,0.75
6,7,0.2,10000,0.25
4,7,0.05,1000000,0.25
1,5,0.01,100000,0.25
1,6,0.1,10000,0.75
6,7,0.05,100000,0.0
2,4,0.2,100000,0.25
8,0,0.2,100000,0.75
4,5,0.1,10000,1.0
5,5,0.01,10000,1.0
1,7,0.2,100000,0.25
7,5,0.01,10000,0.0
9,4,0.01,1000000,0.25
2,3,0.2,1000000,0.5
3,7,0.1,10000,0.0
3,6,0.05,10000,0.25
4,0,0.1,10000,0.5
6,3,0.2,10000,0.75
1,0,0.01,10000,0.0
7,4,0.05,1000000,0.25
2,0,0.2,1000000,0.25
6,6,0.05,10000,0.5
8,7,0.01,10000,0.5
8,3,0.01,10000,0.75
7,0,0.2,10000,0.0
5,7,0.1,100000,0.25
9,5,0.2,100000,1.0
8,7,0.01,100000,0.25
2,4,0.1,100000,1.0
0,0,0.05,100000,0.5
2,6,0.01,1000000,0.0
7,6,0.1,1000000,1.0
6,7,0.1,100000,0.5
8,4,0.01,100000,0.5
9,3,0.1,10000,0.75
8,5,0.1,10000,0.0
2,4,0.05,1000000,0.75
7,7,0.1,1000000,1.0
5,7,0.05,10000,0.5
0,4,0.05,10000,0.75
9,4,0.2,10000,0.0
6,0,0.2,1000000,0.0
6,6,0.1,100000,0.0
2,6,0.1,1000000,0.5
5,3,0.01,100000,0.0
6,5,0.2,100000,1.0
7,3,0.01,10000,0.75
6,3,0.2,1000000,1.0
1,5,0.05,1000000,0.25
2,4,0.01,10000,0.25
8,4,0.05,100000,1.0
3,5,0.01,10000,0.0
1,3,0.2,1000000,0.0
3,5,0.01,1000000,0.0
4,4,0.05,1000000,0.25
7,4,0.1,1000000,0.25
6,5,0.05,1000000,0.75
9,6,0.1,1000000,0.0
9,0,0.1,10000,1.0
7,0,0.2,100000,0.25
1,7,0.2,1000000,1.0
1,0,0.1,10000,0.75
8,3,0.05,10000,1.0
2,6,0.05,100000,0.75
0,0,0.05,100000,0.75
5,6,0.1,100000,0.25
5,6,0.01,100000,1.0
5,4,0.1,10000,0.0
9,6,0.05,10000,0.75
6,7,0.1,10000,0.0
3,4,0.2,10000,0.0
7,4,0.2,100000,1.0
6,4,0.2,1000000,0.0
1,7,0.2,100000,0.5
8,4,0.2,1000000,1.0
9,6,0.01,10000,0.5
6,6,0.05,10000,0.0
6,5,0.01,1000000,0.25
7,7,0.01,1000000,0.75
2,3,0.05,1000000,0.75
6,7,0.05,10000,0.5
4,3,0.05,100000,0.5
5,3,0.1,100000,0.75
0,0,0.1,1000000,1.0
6,7,0.1,1000000,0.0
9,5,0.01,1000000,0.75
9,4,0.01,10000,0.5
7,0,0.05,1000000,0.5
2,3,0.2,1000000,0.0
1,7,0.1,10000,0.25
2,7,0.01,1000000,0.25
0,7,0.05,10000,0.75
6,6,0.05,10000,0.75
1,3,0.01,10000,1.0
8,0,0.05,1000000,1.0
4,5,0.01,1000000,0.5
3,4,0.05,1000000,0.75
1,7,0.01,1000000,0.5
4,3,0.2,100000,0.75
6,3,0.2,1000000,0.5
2,0,0.1,100000,0.75
2,5,0.2,100000,0.5
6,5,0.05,10000,0.0
5,4,0.05,1000000,0.75
9,7,0.05,100000,0.25
5,6,0.01,10000,1.0
2,6,0.05,1000000,0.0
0,6,0.01,1000000,0.5
8,4,0.01,1000000,0.5
2,0,0.2,1000000,1.0
9,5,0.2,10000,0.75
5,4,0.01,1000000,0.5
0,3,0.2,1000000,0.75
6,6,0.05,10000,0.25
2,7,0.01,10000,1.0
3,6,0.2,10000,1.0
9,5,0.2,1000000,0.75
2,4,0.1,10000,0.5
4,6,0.01,10000,0.5
3,5,0.1,10000,0.25
7,4,0.1,10000,0.75
3,0,0.01,10000,0.75
0,7,0.2,10000,1.0
8,3,0.1,1000000,0.25
7,5,0.01,1000000,1.0
1,6,0.01,10000,0.0
8,5,0.05,100000,0.5
9,3,0.1,10000,1.0
8,3,0.1,10000,0.5
9,4,0.05,1000000,0.75
5,3,0.1,100000,0.25
2,7,0.01,1000000,0.5
4,3,0.05,100000,0.0
6,0,0.05,10000,0.0
2,3,0.01,10000,0.0
5,5,0.01,1000000,0.25
0,4,0.2,100000,0.5
4,3,0.2,1000000,0.5
2,5,0.01,100000,0.0
1,5,0.1,1000000,0.5
9,0,0.2,10000,0.5
3,0,0.01,10000,0.5
1,7,0.2,100000,1.0
2,7,0.2,1000000,1.0
0,5,0.1,1000000,0.0
8,0,0.2,100000,0.25
0,6,0.1,1000000,0.5
2,7,0.1,10000,0.5
5,4,0.01,100000,0.25
5,3,0.1,100000,0.5
5,3,0.1,1000000,0.5
9,3,0.2,1000000,0.5
3,6,0.05,1000000,0.75
1,3,0.1,1000000,0.5
2,6,0.05,10000,0.75
4,3,0.01,100000,0.25
8,0,0.1,10000,0.0
2,3,0.01,10000,0.5
7,5,0.01,1000000,0.25
6,5,0.01,10000,0.75
0,7,0.05,100000,0.75
3,0,0.05,10000,0.25
0,5,0.01,1000000,0.25
4,5,0.2,1000000,0.5
8,7,0.05,100000,1.0
3,3,0.2,100000,0.5
2,6,0.05,10000,0.5
3,6,0.05,10000,1.0
7,6,0.05,1000000,0.75
1,5,0.1,10000,1.0
2,0,0.1,1000000,1.0
3,7,0.05,100000,0.0
4,6,0.01,10000,0.25
1,6,0.2,1000000,0.25
2,7,0.01,100000,0.25
4,4,0.1,1000000,0.5
3,4,0.2,100000,0.25
2,0,0.01,1000000,0.5
3,6,0.2,100000,0.5
4,0,0.1,10000,0.25
6,0,0.01,1000000,0.75
5,6,0.2,10000,0.5
3,6,0.05,100000,0.25
3,6,0.1,100000,1.0
6,7,0.01,100000,0.5
6,4,0.01,100000,0.5
7,4,0.1,10000,0.5
4,7,0.05,100000,1.0
2,5,0.2,10000,1.0
8,4,0.2,100000,0.0
3,0,0.2,1000000,0.75
9,5,0.01,100000,0.25
4,4,0.2,10000,1.0
4,3,0.05,10000,0.5
9,7,0.1,1000000,1.0
1,0,0.01,10000,0.5
0,3,0.05,1000000,1.0
8,0,0.2,10000,0.25
8,0,0.2,1000000,0.0
1,4,0.2,10000,1.0
2,6,0.01,1000000,0.75
1,7,0.1,10000,0.5
5,6,0.05,1000000,0.75
7,0,0.01,10000,1.0
0,3,0.05,100000,0.5
7,4,0.1,1000000,0.5
9,4,0.05,100000,0.0
5,0,0.2,100000,1.0
7,3,0.1,10000,0.75
9,7,0.1,10000,0.75
5,7,0.1,1000000,0.5
9,4,0.2,100000,0.25
9,3,0.1,1000000,1.0
2,7,0.05,100000,0.75
8,5,0.01,100000,1.0
8,4,0.1,100000,0.75
0,4,0.2,1000000,0.5
4,4,0.05,100000,0.25
9,6,0.05,100000,0.5
0,4,0.1,10000,0.5
7,7,0.01,10000,0.5
3,7,0.05,1000000,0.5
5,0,0.2,1000000,1.0
3,6,0.1,10000,1.0
0,3,0.05,1000000,0.5
2,0,0.01,10000,1.0
8,7,0.01,100000,0.5
3,6,0.1,1000000,0.5
7,3,0.2,100000,0.25
5,4,0.01,1000000,1.0
3,3,0.1,10000,1.0
6,3,0.1,1000000,0.75
2,5,0.01,10000,1.0
0,3,0.2,100000,1.0
0,6,0.05,10000,0.0
1,5,0.05,100000,0.0
5,3,0.2,1000000,0.0
4,6,0.05,100000,0.25
5,4,0.1,10000,0.25
1,6,0.2,10000,1.0
3,6,0.1,10000,0.75
2,5,0.01,1000000,0.75
8,7,0.01,1000000,0.0
6,3,0.2,100000,1.0
4,5,0.05,1000000,0.75
1,0,0.1,1000000,1.0
6,5,0.1,10000,0.5
3,0,0.05,100000,0.75
7,5,0.1,1000000,0.75
4,7,0.2,1000000,0.75
9,3,0.01,1000000,0.75
2,6,0.05,1000000,1.0
6,0,0.1,100000,0.0
6,3,0.2,100000,0.5
4,7,0.01,1000000,0.75
5,5,0.01,10000,0.75
1,6,0.1,100000,0.25
8,0,0.1,100000,1.0
4,7,0.2,100000,0.0
8,7,0.1,100000,0.25
7,0,0.01,1000000,0.0
3,7,0.2,10000,0.5
3,3,0.2,1000000,0.5
1,6,0.01,100000,0.5
3,0,0.2,100000,0.75
7,4,0.05,10000,0.5
0,6,0.1,100000,0.0
5,0,0.01,100000,0.25
1,6,0.1,100000,0.75
0,0,0.01,100000,0.5
5,7,0.05,100000,0.5
6,7,0.2,1000000,0.5
9,0,0.05,1000000,0.75
9,0,0.01,1000000,1.0
2,6,0.01,1000000,0.5
2,4,0.01,10000,0.5
8,0,0.1,1000000,0.25
1,6,0.1,1000000,0.0
1,4,0.01,1000000,1.0
9,4,0.01,100000,0.0
6,5,0.1,10000,0.0
0,3,0.1,10000,0.5
8,5,0.2,100000,0.0
3,6,0.01,10000,0.5
0,0,0.1,10000,0.5
3,0,0.2,1000000,0.0
4,6,0.1,100000,0.0
1,6,0.05,100000,0.5
0,3,0.2,100000,0.5
5,7,0.01,100000,0.25
2,6,0.1,1000000,0.25
6,5,0.1,100000,0.5
8,5,0.1,1000000,0.5
0,4,0.01,10000,0.5
0,7,0.01,10000,0.25
1,7,0.01,1000000,0.25
9,7,0.05,100000,1.0
1,5,0.01,10000,0.25
7,7,0.05,10000,0.25
4,4,0.01,10000,0.5
3,3,0.2,1000000,0.75
6,0,0.01,100000,1.0
1,5,0.01,1000000,1.0
6,6,0.1,100000,0.75
5,6,0.1,1000000,0.5
0,7,0.05,1000000,0.75
7,3,0.1,10000,0.5
8,3,0.2,10000,0.75
5,4,0.05,10000,0.75
9,5,0.05,1000000,0.0
3,5,0.01,100000,0.0
6,6,0.1,100000,1.0
1,3,0.05,100000,0.75
2,5,0.1,1000000,0.0
5,3,0.1,1000000,0.0
4,5,0.01,1000000,0.0
4,0,0.01,1000000,0.25
9,0,0.05,1000000,0.0
2,7,0.1,1000000,1.0
4,3,0.2,10000,0.5
7,6,0.01,100000,0.75
9,0,0.01,1000000,0.5
4,4,0.1,1000000,0.75
5,4,0.2,10000,0.0
4,0,0.05,100000,0.5
5,0,0.05,100000,0.75
0,4,0.05,100000,0.0
8,5,0.01,1000000,0.75
0,4,0.05,100000,0.75
1,0,0.2,100000,0.75
1,3,0.01,10000,0.5
4,6,0.1,10000,0.25
0,3,0.05,100000,1.0
3,0,0.2,10000,0.5
4,7,0.2,100000,1.0
6,0,0.1,1000000,0.0
1,4,0.05,1000000,0.5
2,4,0.2,100000,1.0
8,7,0.05,10000,0.25
9,5,0.05,100000,0.25
9,3,0.1,1000000,0.0
3,5,0.05,100000,0.75
1,3,0.01,1000000,0.25
8,4,0.01,1000000,0.0
6,6,0.05,100000,0.5
8,3,0.01,10000,0.25
0,4,0.1,100000,0.0
0,3,0.2,10000,0.25
7,6,0.2,10000,0.75
8,3,0.05,100000,1.0
9,7,0.1,100000,0.5
0,4,0.05,1000000,0.5
7,7,0.1,100000,0.75
5,5,0.1,1000000,0.5
7,3,0.2,10000,0.25
2,7,0.1,10000,0.0
8,0,0.1,10000,0.25
9,7,0.01,10000,1.0
4,0,0.05,100000,1.0
7,0,0.1,1000000,0.0
7,0,0.2,1000000,0.0
0,7,0.01,100000,0.25
5,4,0.1,100000,0.0
2,5,0.01,100000,0.75
9,5,0.1,1000000,1.0
6,3,0.01,10000,0.75
5,3,0.1,10000,0.5
7,4,0.1,100000,0.75
4,0,0.2,10000,0.25
8,6,0.2,100000,0.5
9,4,0.05,100000,0.75
2,6,0.05,1000000,0.5
6,7,0.2,1000000,1.0
2,7,0.01,1000000,0.75
0,3,0.1,100000,0.5
4,4,0.05,10000,0.75
3,3,0.01,1000000,1.0
2,4,0.05,1000000,1.0
9,7,0.05,1000000,0.25
2,4,0.05,100000,0.75
0,5,0.1,100000,0.25
8,7,0.1,1000000,0.0
2,3,0.2,100000,0.25
2,5,0.1,10000,1.0
7,0,0.01,1000000,0.75
6,0,0.1,100000,1.0
0,3,0.05,100000,0.25
4,3,0.01,100000,1.0
2,3,0.05,1000000,0.0
7,5,0.05,1000000,0.5
1,3,0.1,1000000,1.0
4,5,0.01,1000000,1.0
9,4,0.2,1000000,1.0
8,4,0.2,10000,0.0
6,4,0.05,100000,0.75
3,4,0.2,100000,0.75
6,5,0.2,100000,0.0
2,7,0.2,100000,0.75
9,4,0.2,1000000,0.5
5,5,0.1,1000000,1.0
1,7,0.05,10000,0.0
8,6,0.01,10000,0.0
2,4,0.2,100000,0.75
8,0,0.2,1000000,0.75
3,7,0.05,100000,0.25
7,6,0.01,1000000,1.0
8,3,0.05,100000,0.5
6,4,0.1,1000000,1.0
5,4,0.01,10000,0.0
8,0,0.01,1000000,0.25
4,3,0.1,1000000,0.75
7,6,0.2,100000,0.75
3,0,0.05,10000,0.5
1,0,0.05,10000,0.5
1,3,0.1,100000,0.0
1,3,0.2,100000,0.25
7,3,0.05,100000,0.75
8,7,0.05,1000000,0.75
6,3,0.01,1000000,0.25
5,7,0.01,1000000,1.0
0,0,0.01,100000,0.25
7,7,0.01,10000,0.0
9,3,0.1,1000000,0.25
6,3,0.05,100000,0.5
0,6,0.1,1000000,0.0
7,3,0.2,1000000,0.25
9,3,0.1,10000,0.0
9,4,0.1,1000000,0.25
1,7,0.01,10000,0.25
8,6,0.1,10000,0.25
0,7,0.1,10000,0.25
8,3,0.01,1000000,1.0
7,0,0.05,10000,0.0
0,4,0.01,1000000,0.75
6,4,0.1,10000,0.75
6,0,0.2,1000000,0.5
5,7,0.1,1000000,0.75
9,4,0.01,1000000,0.0
7,6,0.2,1000000,0.5
7,5,0.1,1000000,1.0
1,6,0.1,10000,0.0
0,3,0.1,100000,0.75
7,7,0.2,1000000,0.25
7,3,0.01,10000,0.5
2,5,0.05,1000000,0.5
9,6,0.1,10000,1.0
8,4,0.1,1000000,0.0
4,3,0.01,1000000,1.0
9,0,0.05,100000,1.0
6,4,0.2,100000,0.75
7,4,0.05,1000000,1.0
6,6,0.2,10000,0.75
5,3,0.05,10000,0.25
5,3,0.1,10000,0.0
2,3,0.1,10000,1.0
3,0,0.05,100000,0.5
9,7,0.1,100000,0.75
7,0,0.01,100000,0.5
3,3,0.01,1000000,0.75
1,5,0.05,10000,0.0
6,7,0.05,10000,0.25
9,5,0.1,10000,1.0
5,3,0.1,100000,0.0
0,4,0.01,10000,0.0
0,0,0.05,1000000,0.0
5,3,0.05,10000,1.0
6,7,0.2,100000,0.5
0,3,0.1,100000,0.0
2,7,0.01,10000,0.0
8,5,0.1,1000000,0.75
7,4,0.2,1000000,0.0
2,6,0.05,100000,0.0
3,4,0.1,100000,0.5
6,4,0.05,1000000,1.0
3,6,0.1,100000,0.75
2,5,0.05,1000000,0.75
4,3,0.05,1000000,1.0
9,7,0.05,10000,0.0
1,4,0.2,10000,0.25
0,5,0.05,100000,1.0
3,7,0.1,1000000,0.75
4,0,0.05,10000,1.0
9,7,0.05,1000000,1.0
5,6,0.1,1000000,0.25
2,4,0.1,1000000,1.0
8,4,0.05,1000000,1.0
7,5,0.05,100000,0.25
8,0,0.1,100000,0.25
9,7,0.2,10000,0.0
7,4,0.2,1000000,1.0
1,5,0.2,10000,0.0
2,3,0.05,1000000,1.0
2,3,0.05,1000000,0.25
3,6,0.01,100000,0.25
2,7,0.1,10000,0.25
2,7,0.05,1000000,0.5
7,3,0.01,1000000,0.5
8,6,0.2,10000,0.75
6,0,0.2,10000,0.25
4,5,0.01,10000,0.0
2,7,0.05,10000,0.25
3,4,0.2,100000,0.0
8,7,0.1,100000,0.5
1,3,0.05,10000,1.0
5,7,0.05,1000000,1.0
0,0,0.05,100000,0.0
7,7,0.1,100000,0.5
0,0,0.1,10000,1.0
3,0,0.1,10000,0.75
4,0,0.05,1000000,0.25
6,3,0.01,10000,0.25
1,7,0.1,10000,0.0
1,7,0.1,100000,0.75
6,5,0.01,100000,0.5
8,0,0.01,1000000,0.5
5,5,0.05,1000000,1.0
5,4,0.2,1000000,0.5
8,7,0.2,10000,0.75
7,4,0.01,1000000,0.5
4,6,0.2,10000,0.0
4,6,0.01,1000000,0.5
2,0,0.2,1000000,0.5
4,7,0.2,10000,1.0
1,5,0.2,1000000,0.25
5,6,0.05,1000000,0.5
7,3,0.05,10000,0.0
7,3,0.1,100000,0.25
6,6,0.1,100000,0.25
2,7,0.2,10000,1.0
2,7,0.2,100000,0.25
3,5,0.1,1000000,0.75
1,4,0.05,100000,0.75
0,7,0.2,1000000,0.0
8,0,0.05,100000,0.75
7,5,0.2,10000,0.5
8,7,0.2,10000,0.25
5,5,0.01,100000,0.75
4,7,0.05,10000,0.0
5,7,0.01,10000,0.75
1,4,0.05,1000000,0.75
8,3,0.2,100000,0.75
1,7,0.01,100000,0.25
8,3,0.01,1000000,0.0
7,5,0.1,100000,0.75
9,6,0.01,100000,0.25
1,4,0.2,100000,1.0
2,4,0.01,100000,1.0
2,4,0.05,10000,1.0
9,4,0.2,10000,0.75
3,3,0.01,100000,0.75
4,3,0.1,100000,0.25
3,5,0.1,1000000,0.5
9,3,0.1,100000,1.0
5,5,0.01,1000000,0.0
2,7,0.05,1000000,0.0
0,0,0.05,100000,0.25
2,7,0.2,100000,0.0
9,0,0.05,10000,0.75
1,0,0.05,10000,1.0
5,7,0.01,100000,0.5
0,0,0.01,10000,0.0
8,7,0.1,100000,0.75
9,0,0.01,100000,0.25
0,4,0.1,1000000,1.0
4,6,0.01,100000,1.0
6,5,0.01,10000,0.0
5,3,0.05,100000,0.75
2,5,0.05,10000,0.0
6,3,0.05,100000,1.0
3,4,0.01,1000000,0.25
7,0,0.1,10000,0.25
1,4,0.2,100000,0.25
1,7,0.2,1000000,0.0
4,0,0.2,1000000,0.0
0,5,0.01,1000000,0.0
2,5,0.05,100000,0.0
1,5,0.05,10000,1.0
0,4,0.01,1000000,0.25
8,4,0.01,10000,0.25
2,7,0.1,100000,1.0
0,5,0.05,1000000,0.25
9,5,0.01,10000,1.0
9,3,0.2,10000,0.5
1,7,0.1,100000,0.0
3,6,0.1,1000000,1.0
6,0,0.1,1000000,0.5
0,7,0.1,1000000,0.25
8,7,0.05,1000000,0.5
6,0,0.1,10000,0.75
5,6,0.1,100000,0.75
1,0,0.2,1000000,0.0
2,4,0.05,100000,0.5
8,3,0.01,100000,0.25
8,3,0.2,1000000,0.5
8,3,0.01,100000,1.0
3,7,0.01,10000,0.75
9,4,0.1,100000,0.5
6,6,0.2,100000,0.5
4,3,0.1,10000,0.0
5,0,0.2,1000000,0.5
6,4,0.01,10000,0.0
4,4,0.1,1000000,0.25
4,5,0.2,10000,0.75
5,5,0.1,10000,0.75
3,7,0.05,1000000,1.0
0,7,0.01,1000000,1.0
0,5,0.1,10000,1.0
5,3,0.01,100000,0.75
8,3,0.05,10000,0.5
4,5,0.2,100000,0.75
7,6,0.2,10000,0.25
0,0,0.1,1000000,0.0
9,6,0.2,1000000,0.75
8,0,0.2,10000,0.5
4,7,0.05,10000,0.5
8,6,0.01,100000,1.0
0,0,0.01,100000,0.0
5,7,0.1,10000,0.5
1,0,0.05,100000,0.25
0,6,0.1,10000,0.25
2,0,0.1,100000,0.5
